,distance_miles,hour,year,weekday,night,late_night,jfk,ewr,lgr,Suffolk,Rockland,Dutchess,Orange,Putnam,airport,county1,county2
13896,4.747411586690033,5,2015,0,0,1,0,0,1,0,0,0,0,0,1,1,0
7769,11.01433646075904,2,2015,6,0,1,0,0,0,0,0,0,0,0,0,1,0
7981,6.061952200196276,16,2012,1,1,0,0,0,1,0,0,0,0,0,1,1,0
6253,7.855648518967271,16,2014,1,1,0,0,0,1,0,0,0,0,0,1,1,0
3808,3.3014051616847384,14,2012,6,0,0,1,0,0,0,0,0,0,0,1,1,0
7999,6.174856578284162,8,2014,3,0,0,0,0,1,0,0,0,0,0,1,1,0
301,5.084661145053909,13,2010,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2261,5.791593091931173,14,2014,5,0,0,0,0,1,0,0,0,0,0,1,1,0
11650,12.574495451306689,16,2011,2,1,0,1,0,0,0,0,0,0,0,1,1,0
13364,3.379609805026784,12,2010,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2338,6.729506809146875,15,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
4347,4.567012895609488,8,2012,1,0,0,1,0,0,0,0,0,0,0,1,1,0
8938,4.264215109898787,3,2014,5,0,1,0,0,0,0,0,0,0,0,0,1,0
6151,10.679155435266939,4,2015,5,0,1,0,0,0,0,0,0,0,0,0,1,0
13807,8.11832976588305,20,2011,0,1,1,0,0,1,0,0,0,0,0,1,1,0
3671,6.379144554811669,16,2010,1,1,0,0,0,1,0,0,0,0,0,1,1,0
7856,2.1447104596720785,0,2013,2,0,1,0,0,0,0,0,0,0,0,0,1,0
1751,9.500890149976815,13,2011,6,0,0,1,0,0,0,0,0,0,0,1,1,0
11207,4.832342565221394,3,2015,5,0,1,0,0,0,0,0,0,0,0,0,1,0
14357,11.181068232509547,12,2011,4,0,0,0,0,1,0,0,0,0,0,1,1,0
13839,7.131605425066562,17,2012,1,1,0,0,0,1,0,0,0,0,0,1,1,0
6268,4.466437491094925,22,2010,2,0,1,0,0,1,0,0,0,0,0,1,1,0
7738,5.963554426178551,17,2011,1,1,0,0,0,1,0,0,0,0,0,1,1,0
5404,2.790114583842838,11,2011,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1983,5.109607066841862,7,2012,5,0,0,0,0,1,0,0,0,0,0,1,1,0
11493,8.445567349970982,0,2011,3,0,1,0,0,0,0,0,0,0,0,0,1,0
10936,5.930114663179856,14,2013,3,0,0,0,0,1,0,0,0,0,0,1,1,0
3822,4.731296179573365,9,2009,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13271,5.927880248843457,0,2010,5,0,1,0,0,1,0,0,0,0,0,1,1,0
3710,1.1553560259383822,3,2012,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1348,8.126337045083865,17,2013,2,1,0,0,0,1,0,0,0,0,0,1,1,0
2820,5.1948601489185044,8,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
7289,8.985127050519933,1,2015,5,0,1,1,0,0,0,0,0,0,0,1,1,0
14434,4.747187678413926,23,2015,2,0,1,0,0,0,0,0,0,0,0,0,1,0
11293,13.753572307788792,17,2015,6,0,0,1,0,0,0,0,0,0,0,1,1,0
6787,8.48109114171677,22,2014,5,0,1,1,0,0,0,0,0,0,0,1,1,0
14385,6.080969425684259,12,2009,2,0,0,0,0,0,0,0,0,0,0,0,1,0
9021,8.49537258635691,8,2010,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1047,3.1261340705281557,3,2009,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3621,4.242406565357243,21,2012,2,0,1,0,0,0,0,0,0,0,0,0,1,0
14945,5.894711797266142,23,2014,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1949,13.059533593704055,15,2013,3,0,0,1,0,0,0,0,0,0,0,1,1,0
6143,4.906116513344677,20,2014,6,0,1,0,0,0,0,0,0,0,0,0,1,0
7199,7.043555367804585,0,2011,2,0,1,0,0,1,0,0,0,0,0,1,1,0
6055,1.768897515690823,20,2014,0,1,1,0,0,0,0,0,0,0,0,0,1,0
11596,9.375885088596409,10,2013,4,0,0,1,0,1,0,0,0,0,0,1,1,0
8810,4.761108977345146,12,2010,5,0,0,0,0,0,0,0,0,0,0,0,1,0
11950,5.2646400301728065,12,2010,6,0,0,0,0,1,0,0,0,0,0,1,1,0
7510,5.4446391930574904,21,2013,6,0,1,0,0,1,0,0,0,0,0,1,1,0
3355,5.460703962065658,12,2009,0,0,0,0,0,1,0,0,0,0,0,1,1,0
14116,11.91935903736261,11,2015,6,0,0,1,0,0,0,0,0,0,0,1,1,0
9651,11.78669709683579,13,2009,6,0,0,0,1,0,0,0,0,0,0,1,0,0
8163,12.782091438612746,22,2012,6,0,1,1,0,0,0,0,0,0,0,1,1,0
7623,5.35532346151719,22,2015,5,0,1,0,0,1,0,0,0,0,0,1,1,0
4223,9.829801430959558,2,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
12003,4.316115810170764,20,2013,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2009,13.333713170831457,0,2011,2,0,1,1,0,0,0,0,0,0,0,1,1,0
12814,13.245580887132368,5,2015,0,0,1,1,0,0,0,0,0,0,0,1,1,0
13440,7.846069414174698,22,2011,4,0,1,0,0,0,0,0,0,0,0,0,1,0
329,5.885610674227537,8,2009,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2614,7.845296535445379,23,2014,6,0,1,1,0,0,0,0,0,0,0,1,1,0
13886,11.829701925082425,10,2014,1,0,0,1,0,0,0,0,0,0,0,1,1,0
232,12.619650268816796,14,2010,0,0,0,1,0,0,0,0,0,0,0,1,1,0
11386,3.477014238841441,23,2014,4,0,1,0,0,0,0,0,0,0,0,0,1,0
7924,7.505379584255945,19,2011,1,1,0,0,0,0,0,0,0,0,0,0,1,0
13459,13.02058304482507,14,2011,2,0,0,1,0,0,0,0,0,0,0,1,1,0
13603,8.552358834218717,1,2013,5,0,1,1,0,0,0,0,0,0,0,1,1,0
6322,6.461032329538463,10,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10111,5.845396883353839,19,2012,2,1,0,0,0,1,0,0,0,0,0,1,1,0
12331,8.04256405315526,23,2014,5,0,1,0,0,0,0,0,0,0,0,0,1,0
6569,5.140569140970668,22,2012,4,0,1,0,0,1,0,0,0,0,0,1,1,0
13935,3.1202340372020956,5,2009,3,0,1,0,0,0,0,0,0,0,0,0,1,0
6925,6.644234376197951,17,2014,3,1,0,0,0,1,0,0,0,0,0,1,1,0
5963,5.0753904720778396,0,2011,2,0,1,0,0,0,0,0,0,0,0,0,1,0
8026,10.16679019091142,7,2013,6,0,0,1,0,0,0,0,0,0,0,1,1,0
5626,7.58650266672938,15,2010,2,0,0,0,0,1,0,0,0,0,0,1,1,0
7983,6.526645892966681,16,2012,3,1,0,0,0,1,0,0,0,0,0,1,1,0
9192,5.620172482972418,11,2012,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2797,5.916380968923472,12,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
4258,3.0799940652359847,8,2009,6,0,0,0,0,0,0,0,0,0,0,0,1,0
6526,7.591206185472551,15,2012,3,0,0,0,0,1,0,0,0,0,0,1,1,0
10601,4.570656271736129,23,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4277,13.08168333315738,12,2014,6,0,0,1,0,0,0,0,0,0,0,1,1,0
13232,9.74717067641575,10,2010,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1879,6.2353851727538885,6,2009,5,0,1,0,0,1,0,0,0,0,0,1,1,0
14102,12.125468066828367,5,2011,5,0,1,1,0,0,0,0,0,0,0,1,1,0
9674,11.901665225419102,11,2014,1,0,0,1,0,0,0,0,0,0,0,1,1,0
12822,3.280921588971244,2,2012,4,0,1,0,0,0,0,0,0,0,0,0,1,0
7452,12.0700061748169,4,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
7154,6.485199062230782,10,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5157,1.633019922710939,4,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
8386,1.8966934216951647,15,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3475,6.083382425647095,19,2012,0,1,0,0,0,1,0,0,0,0,0,1,1,0
11734,13.49653641498135,10,2014,5,0,0,1,0,0,0,0,0,0,0,1,1,0
6136,12.768235286124856,9,2012,4,0,0,1,0,0,0,0,0,0,0,1,1,0
11807,5.837546247112683,16,2013,1,1,0,0,0,1,0,0,0,0,0,1,1,0
4638,5.323868695404541,17,2010,4,1,0,0,0,1,0,0,0,0,0,1,1,0
6504,6.356641005680379,22,2015,3,0,1,0,0,1,0,0,0,0,0,1,1,0
9627,0.9787587890393019,3,2012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1741,6.038538049979777,13,2010,3,0,0,0,0,1,0,0,0,0,0,1,1,0
1898,4.383836036809107,22,2009,4,0,1,0,0,1,0,0,0,0,0,1,1,0
12268,6.1145681994063885,18,2012,3,1,0,0,0,0,0,0,0,0,0,0,1,0
10896,5.75076846116029,19,2013,3,1,0,0,0,1,0,0,0,0,0,1,1,0
9054,8.42244634935534,0,2010,3,0,1,0,0,1,0,0,0,0,0,1,1,0
11702,6.010537153217641,23,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13957,10.155738721816139,10,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
3235,4.626440408268986,19,2013,4,1,0,0,0,0,0,0,0,0,0,0,1,0
13551,7.350717218913979,0,2009,3,0,1,1,0,0,0,0,0,0,0,1,1,0
